"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19"
"383503" "C0030409" "ENG" "P" "L0030409" "PF" "S0070797" "N" "A0097447" NA "" "" "ICD10" "HT" "B41" "Paracoccidioidomycosis" 3 "N" 256 NA
"383523" "C0030409" "ENG" "S" "L0601307" "PF" "S0710482" "Y" "A0768299" NA "" "" "ICD10" "PT" "B41.9" "Paracoccidioidomycosis, unspecified" 3 "N" 256 NA
"383782" "C0030424" "ENG" "P" "L0030424" "PF" "S0070819" "Y" "A0097488" NA "" "" "ICD10" "PT" "B66.4" "Paragonimiasis" 3 "N" 256 NA
"384069" "C0030446" "ENG" "P" "L0030446" "VC" "S0395012" "Y" "A0444905" NA "" "" "ICD10" "PT" "K56.0" "Paralytic ileus" 3 "N" NA NA
"384392" "C0030477" "ENG" "P" "L0030477" "PF" "S0395041" "Y" "A0444964" NA "" "" "ICD10" "PT" "F60.0" "Paranoid personality disorder" 3 "N" NA NA
"384483" "C0030481" "ENG" "S" "L0878566" "PF" "S1050464" "Y" "A1108237" NA "" "" "ICD10" "PT" "G04.1" "Tropical spastic paraplegia" 3 "N" NA NA
"384628" "C0030486" "ENG" "P" "L0878568" "PF" "S0983605" "Y" "A1041330" NA "" "" "ICD10" "PT" "G82.2" "Paraplegia, unspecified" 3 "N" 256 NA
"384742" "C0030491" "ENG" "P" "L0030491" "PF" "S0070943" "N" "A0097715" NA "" "" "ICD10" "HT" "L41" "Parapsoriasis" 3 "N" 256 NA
"384757" "C0030491" "ENG" "S" "L0878573" "PF" "S0983618" "Y" "A1041345" NA "" "" "ICD10" "PT" "L41.9" "Parapsoriasis, unspecified" 3 "N" 256 NA
"385137" "C0030517" "ENG" "S" "L0041817" "PF" "S0860863" "Y" "A0919423" NA "" "" "ICD10" "PT" "E21.5" "Disorder of parathyroid gland, unspecified" 3 "N" NA NA
"385356" "C0030528" "ENG" "P" "L0573526" "PF" "S0710836" "Y" "A0768683" NA "" "" "ICD10" "PT" "A01.4" "Paratyphoid fever, unspecified" 3 "N" 256 NA
"385999" "C0030567" "ENG" "P" "L0030567" "VO" "S0395167" "Y" "A0445183" NA "" "" "ICD10" "PT" "G20" "Parkinson's disease" 3 "N" NA NA
"386077" "C0030568" "ENG" "P" "L0030572" "PF" "S0396891" "Y" "A0447845" NA "" "" "ICD10" "PT" "G21.3" "Postencephalitic parkinsonism" 3 "N" NA NA
"386159" "C0030569" "ENG" "S" "L0179146" "PF" "S0510522" "N" "A0582951" NA "" "" "ICD10" "HT" "G21" "Secondary parkinsonism" 3 "N" NA NA
"386169" "C0030569" "ENG" "S" "L0878652" "PF" "S1023727" "Y" "A1080792" NA "" "" "ICD10" "PT" "G21.9" "Secondary parkinsonism, unspecified" 3 "N" 256 NA
"386485" "C0030593" "ENG" "S" "L0385486" "PF" "S0506129" "Y" "A0577590" NA "" "" "ICD10" "PT" "H30.2" "Posterior cyclitis" 3 "N" 256 NA
"386965" "C0030636" "ENG" "S" "L0030642" "PF" "S0071235" "Y" "A0098155" NA "" "" "ICD10" "PT" "A28.0" "Pasteurellosis" 3 "N" 256 NA
"387242" "C0030662" "ENG" "P" "L0030662" "VCW" "S0000196" "Y" "A0000552" NA "" "" "ICD10" "PT" "F63.0" "Pathological gambling" 3 "N" NA NA
"388545" "C0030756" "ENG" "S" "L0601784" "PF" "S0711568" "Y" "A0769487" NA "" "" "ICD10" "PT" "B85.2" "Pediculosis, unspecified" 3 "N" 256 NA
"388579" "C0030757" "ENG" "S" "L0771032" "PF" "S0985940" "Y" "A1043849" NA "" "" "ICD10" "PT" "B85.0" "Pediculosis due to Pediculus humanus capitis" 3 "N" 256 NA
"388592" "C0030758" "ENG" "S" "L0799137" "PF" "S0985941" "Y" "A1043851" NA "" "" "ICD10" "PT" "B85.1" "Pediculosis due to Pediculus humanus corporis" 3 "N" 256 NA
"388730" "C0030764" "ENG" "P" "L0030764" "VO" "S0709678" "Y" "A0767365" NA "" "" "ICD10" "PT" "F65.4" "Paedophilia" 3 "N" 256 NA
"388903" "C0030781" "ENG" "P" "L0030781" "PF" "S0395425" "Y" "A0445585" NA "" "" "ICD10" "PT" "K76.4" "Peliosis hepatis" 3 "N" NA NA
"388929" "C0030783" "ENG" "P" "L0806916" "PF" "S0954753" "Y" "A1011503" NA "" "" "ICD10" "PT" "E52" "Niacin deficiency [pellagra]" 3 "N" NA NA
"389205" "C0030804" "ENG" "P" "L0030806" "PF" "S0003743" "Y" "A0009757" NA "" "" "ICD10" "PT" "L12.1" "Cicatricial pemphigoid" 3 "N" NA NA
"389266" "C0030805" "ENG" "P" "L0030805" "PF" "S0000480" "N" "A0001365" NA "" "" "ICD10" "PT" "L12.0" "Bullous pemphigoid" 3 "N" 256 NA
"389274" "C0030805" "ENG" "S" "L0030803" "PF" "S0003745" "N" "A0009765" NA "" "" "ICD10" "HT" "L12" "Pemphigoid" 3 "N" 256 NA
"389284" "C0030805" "ENG" "S" "L0879160" "PF" "S0986196" "Y" "A1044132" NA "" "" "ICD10" "PT" "L12.9" "Pemphigoid, unspecified" 3 "N" 256 NA
"389314" "C0030807" "ENG" "P" "L0030807" "PF" "S0071586" "N" "A0098595" NA "" "" "ICD10" "HT" "L10" "Pemphigus" 3 "N" 256 NA
"389325" "C0030807" "ENG" "S" "L0879162" "PF" "S0986203" "Y" "A1044140" NA "" "" "ICD10" "PT" "L10.9" "Pemphigus, unspecified" 3 "N" 256 NA
"389349" "C0030809" "ENG" "P" "L0030809" "VC" "S0395474" "Y" "A0445678" NA "" "" "ICD10" "PT" "L10.0" "Pemphigus vulgaris" 3 "N" NA NA
"389789" "C0030846" "ENG" "S" "L0183186" "PF" "S0860869" "Y" "A0919432" NA "" "" "ICD10" "PT" "N48.9" "Disorder of penis, unspecified" 3 "N" NA NA
"390702" "C0030920" "ENG" "S" "L0601933" "PF" "S0711983" "N" "A0769971" NA "" "" "ICD10" "HT" "K27" "Peptic ulcer, site unspecified" 3 "N" 256 NA
"392177" "C0031036" "ENG" "P" "L0032438" "VC" "S0396698" "Y" "A0447539" NA "" "" "ICD10" "PT" "M30.0" "Polyarteritis nodosa" 3 "N" NA NA
"392987" "C0031090" "ENG" "S" "L0814861" "PF" "S0988073" "Y" "A1045987" NA "" "" "ICD10" "PT" "K05.6" "Periodontal disease, unspecified" 3 "N" 256 NA
"393451" "C0031115" "ENG" "P" "L0031115" "PF" "S0218262" "Y" "A0241867" NA "" "" "ICD10" "PT" "I79.2" "Peripheral angiopathy in diseases classified elsewhere" 3 "N" 256 NA
"393788" "C0031142" "ENG" "P" "L0041818" "PF" "S0860873" "Y" "A0919437" NA "" "" "ICD10" "PT" "K66.9" "Disorder of peritoneum, unspecified" 3 "N" NA NA
"393791" "C0031142" "ENG" "S" "L0012648" "PF" "S1458444" "Y" "A1411646" NA "" "" "ICD10" "HT" "K65-K67.9" "Diseases of peritoneum" 3 "N" NA NA
"394087" "C0031154" "ENG" "P" "L0315005" "PF" "S0988418" "Y" "A1046378" NA "" "" "ICD10" "PT" "K65.9" "Peritonitis, unspecified" 3 "N" 256 NA
"394089" "C0031154" "ENG" "S" "L0031154" "PF" "S0072244" "N" "A0099555" NA "" "" "ICD10" "HT" "K65" "Peritonitis" 3 "N" 256 NA
"394125" "C0031157" "ENG" "P" "L0031157" "VC" "S0395721" "Y" "A0446071" NA "" "" "ICD10" "PT" "J36" "Peritonsillar abscess" 3 "N" NA NA
"394407" "C0031190" "ENG" "S" "L0015926" "PF" "S0988801" "Y" "A1046760" NA "" "" "ICD10" "PT" "P29.3" "Persistent fetal circulation" 3 "N" NA NA
"394691" "C0031212" "ENG" "P" "L0041872" "PF" "S0712903" "Y" "A0771019" NA "" "" "ICD10" "PT" "F60.9" "Personality disorder, unspecified" 3 "N" NA NA
"395931" "C0031315" "ENG" "S" "L0866439" "PF" "S0989318" "Y" "A1047465" NA "" "" "ICD10" "PT" "G54.6" "Phantom limb syndrome with pain" 3 "N" 256 NA
"398862" "C0031572" "ENG" "P" "L0031572" "PF" "S1030286" "Y" "A1087715" NA "" "" "ICD10" "PT" "F40.1" "Social phobias" 3 "N" 256 NA
"398888" "C0031575" "ENG" "P" "L0866448" "PF" "S0989572" "Y" "A1047751" NA "" "" "ICD10" "PT" "Q73.1" "Phocomelia, unspecified limb(s)" 3 "N" NA NA
"400705" "C0031707" "ENG" "P" "L0031707" "PF" "S0217877" "Y" "A0240743" NA "" "" "ICD10" "PT" "E83.3" "Disorders of phosphorus metabolism" 3 "N" NA NA
"401119" "C0031736" "ENG" "P" "L0032531" "PF" "S0004713" "Y" "A0012010" NA "" "" "ICD10" "PT" "L56.4" "Polymorphous light eruption" 3 "N" 256 NA
"403109" "C0031880" "ENG" "P" "L0500486" "PF" "S0642823" "Y" "A0698802" NA "" "" "ICD10" "PT" "E66.2" "Extreme obesity with alveolar hypoventilation" 3 "N" 256 NA
"403612" "C0031925" "ENG" "P" "L0031925" "VC" "S0396227" "N" "A0446856" NA "" "" "ICD10" "HT" "L05" "Pilonidal cyst" 3 "N" NA NA
"403959" "C0031946" "ENG" "S" "L0602721" "PF" "S0714541" "Y" "A0772900" NA "" "" "ICD10" "PT" "A67.9" "Pinta, unspecified" 3 "N" 256 NA
"403960" "C0031946" "ENG" "S" "L0772027" "PF" "S0990160" "N" "A1048374" NA "" "" "ICD10" "HT" "A67" "Pinta [carate]" 3 "N" NA NA
"404504" "C0032002" "ENG" "S" "L0815775" "PF" "S0860877" "Y" "A0919443" NA "" "" "ICD10" "PT" "E23.7" "Disorder of pituitary gland, unspecified" 3 "N" NA NA
"405114" "C0032026" "ENG" "P" "L0032026" "VC" "S0396310" "Y" "A0447023" NA "" "" "ICD10" "PT" "L42" "Pityriasis rosea" 3 "N" NA NA
"405141" "C0032027" "ENG" "P" "L0032027" "VC" "S0396311" "Y" "A0447033" NA "" "" "ICD10" "PT" "L44.0" "Pityriasis rubra pilaris" 3 "N" NA NA
"405344" "C0032045" "ENG" "S" "L0161732" "PF" "S0990680" "N" "A1048912" NA "" "" "ICD10" "HT" "O43" "Placental disorders" 3 "N" 256 NA
"405352" "C0032045" "ENG" "S" "L0816171" "PF" "S0990679" "Y" "A1048910" NA "" "" "ICD10" "PT" "O43.9" "Placental disorder, unspecified" 3 "N" NA NA
"405395" "C0032046" "ENG" "P" "L0032046" "VO" "S0396325" "Y" "A0447064" NA "" "" "ICD10" "HT" "O44" "Placenta praevia" 3 "N" NA NA
"405592" "C0032064" "ENG" "P" "L0032064" "PF" "S0074044" "N" "A0101963" NA "" "" "ICD10" "HT" "A20" "Plague" 3 "N" 256 NA
"405603" "C0032064" "ENG" "S" "L0602828" "PF" "S0714880" "Y" "A0773277" NA "" "" "ICD10" "PT" "A20.9" "Plague, unspecified" 3 "N" 256 NA
"407982" "C0032231" "ENG" "P" "L0032231" "PF" "S0074437" "N" "A0102503" NA "" "" "ICD10" "PT" "R09.1" "Pleurisy" 3 "N" 256 NA
"408065" "C0032238" "ENG" "P" "L0026894" "PF" "S0483841" "Y" "A0551219" NA "" "" "ICD10" "PT" "B33.0" "Epidemic myalgia" 3 "N" NA NA
"408254" "C0032249" "ENG" "S" "L0037058" "PF" "S0000587" "Y" "A0001624" NA "" "" "ICD10" "PT" "D50.1" "Sideropenic dysphagia" 3 "N" 256 NA
"408475" "C0032273" "ENG" "S" "L0603055" "PF" "S1054904" "Y" "A1112785" NA "" "" "ICD10" "PT" "J64" "Unspecified pneumoconiosis" 3 "N" 256 NA
"408499" "C0032274" "ENG" "P" "L0032274" "VO" "S0991656" "N" "A1049921" NA "" "" "ICD10" "HT" "J63" "Pneumoconiosis due to other inorganic dusts" 3 "N" NA NA
"408625" "C0032285" "ENG" "S" "L0880404" "PF" "S0991677" "Y" "A1049957" NA "" "" "ICD10" "PT" "J18.9" "Pneumonia, unspecified" 3 "N" NA NA
"408804" "C0032300" "ENG" "S" "L0867005" "PF" "S0932174" "Y" "A0988577" NA "" "" "ICD10" "PT" "J18.1" "Lobar pneumonia, unspecified" 3 "N" NA NA
"408838" "C0032302" "ENG" "S" "L0565562" "PF" "S0715590" "Y" "A0774100" NA "" "" "ICD10" "PT" "J15.7" "Pneumonia due to Mycoplasma pneumoniae" 3 "N" 256 NA
"408954" "C0032308" "ENG" "S" "L0032289" "PF" "S0991673" "Y" "A1049950" NA "" "" "ICD10" "PT" "J15.2" "Pneumonia due to staphylococcus" 3 "N" 256 NA
"409003" "C0032310" "ENG" "P" "L0603067" "PF" "S0755947" "Y" "A0817566" NA "" "" "ICD10" "PT" "J12.9" "Viral pneumonia, unspecified" 3 "N" 256 NA
"409194" "C0032326" "ENG" "P" "L0032326" "PF" "S0074580" "N" "A0102734" NA "" "" "ICD10" "HT" "J93" "Pneumothorax" 3 "N" 256 NA
"409203" "C0032326" "ENG" "S" "L0880415" "PF" "S0991692" "Y" "A1049979" NA "" "" "ICD10" "PT" "J93.9" "Pneumothorax, unspecified" 3 "N" 256 NA
"409821" "C0032371" "ENG" "S" "L0179822" "PF" "S0244338" "N" "A0267745" NA "" "" "ICD10" "HT" "A80" "Acute poliomyelitis" 3 "N" NA NA
"409834" "C0032371" "ENG" "S" "L0493199" "PF" "S0585484" "Y" "A0640007" NA "" "" "ICD10" "PT" "A80.9" "Acute poliomyelitis, unspecified" 3 "N" 256 NA
"410868" "C0032453" "ENG" "P" "L0032453" "VCW" "S0399948" "Y" "A0452194" NA "" "" "ICD10" "PT" "M94.1" "Relapsing polychondritis" 3 "N" NA NA
"411008" "C0032460" "ENG" "S" "L0314171" "PF" "S0992911" "Y" "A1051369" NA "" "" "ICD10" "PT" "E28.2" "Polycystic ovarian syndrome" 3 "N" NA NA
"411112" "C0032463" "ENG" "P" "L0032463" "VO" "S0716129" "Y" "A0774605" NA "" "" "ICD10" "PT" "D45" "Polycythaemia vera" 3 "N" 256 NA
"411965" "C0032533" "ENG" "P" "L0032533" "VC" "S0396732" "Y" "A0447601" NA "" "" "ICD10" "PT" "M35.3" "Polymyalgia rheumatica" 3 "N" NA NA
"412932" "C0032617" "ENG" "P" "L0032617" "PF" "S0075143" "Y" "A0103468" NA "" "" "ICD10" "PT" "R35" "Polyuria" 3 "N" 256 NA
"413282" "C0032650" "ENG" "S" "L0739928" "PF" "S1039353" "Y" "A1097022" NA "" "" "ICD10" "PT" "M71.2" "Synovial cyst of popliteal space [Baker]" 3 "N" NA NA
"414583" "C0032763" "ENG" "S" "L0032764" "PF" "S0218444" "Y" "A0242470" NA "" "" "ICD10" "PT" "K91.1" "Postgastric surgery syndromes" 3 "N" 256 NA
"414610" "C0032768" "ENG" "S" "L6197252" "PF" "S0995581" "Y" "A1053881" NA "" "" "ICD10" "PT" "G53.0" "Postzoster neuralgia" 3 "N" NA NA
"414638" "C0032776" "ENG" "P" "L0032776" "PF" "S0001476" "Y" "A0003782" NA "" "" "ICD10" "PT" "N95.0" "Postmenopausal bleeding" 3 "N" 256 NA
"414884" "C0032797" "ENG" "P" "L0032797" "VO" "S0717069" "Y" "A0775530" NA "" "" "ICD10" "HT" "O72" "Postpartum haemorrhage" 3 "N" 256 NA
"414936" "C0032805" "ENG" "P" "L0032757" "PF" "S0000633" "Y" "A0001757" NA "" "" "ICD10" "PT" "I97.0" "Postcardiotomy syndrome" 3 "N" 256 NA
"414969" "C0032807" "ENG" "P" "L0032807" "PF" "S0397178" "Y" "A0448440" NA "" "" "ICD10" "PT" "I87.0" "Postphlebitic syndrome" 3 "N" NA NA
"416269" "C0032914" "ENG" "S" "L0823480" "PF" "S0995845" "Y" "A1054131" NA "" "" "ICD10" "PT" "O14.9" "Pre-eclampsia, unspecified" 3 "N" NA NA
"416351" "C0032915" "ENG" "P" "L0032915" "PF" "S0001610" "Y" "A0004115" NA "" "" "ICD10" "PT" "I45.6" "Pre-excitation syndrome" 3 "N" 256 NA
"417160" "C0032969" "ENG" "S" "L0159696" "PF" "S0858423" "Y" "A0916781" NA "" "" "ICD10" "HT" "O24" "Diabetes mellitus in pregnancy" 3 "N" NA NA
"417164" "C0032969" "ENG" "S" "L0811097" "PF" "S0858424" "Y" "A0916783" NA "" "" "ICD10" "PT" "O24.9" "Diabetes mellitus in pregnancy, unspecified" 3 "N" NA NA
"417607" "C0032984" "ENG" "P" "L0032984" "PF" "S0353666" "Y" "A0387344" NA "" "" "ICD10" "PT" "O00.0" "Abdominal pregnancy" 3 "N" NA NA
"417673" "C0032987" "ENG" "P" "L0032987" "VC" "S0369844" "N" "A0409747" NA "" "" "ICD10" "HT" "O00" "Ectopic pregnancy" 3 "N" NA NA
"417683" "C0032987" "ENG" "S" "L0211974" "PF" "S0867674" "Y" "A0925900" NA "" "" "ICD10" "PT" "O00.9" "Ectopic pregnancy, unspecified" 3 "N" 256 NA
"417739" "C0032989" "ENG" "S" "L0041858" "PF" "S0949597" "Y" "A1006053" NA "" "" "ICD10" "PT" "O30.9" "Multiple gestation, unspecified" 3 "N" 256 NA
"417742" "C0032989" "ENG" "S" "L0183768" "PF" "S0248359" "N" "A0279357" NA "" "" "ICD10" "HT" "O30" "Multiple gestation" 3 "N" NA NA
"417776" "C0032991" "ENG" "P" "L0032991" "PF" "S0392562" "Y" "A0441770" NA "" "" "ICD10" "PT" "O00.2" "Ovarian pregnancy" 3 "N" NA NA
"417820" "C0032993" "ENG" "P" "L0032993" "VCW" "S0397725" "Y" "A0449242" NA "" "" "ICD10" "PT" "O48" "Prolonged pregnancy" 3 "N" NA NA
"417868" "C0032994" "ENG" "P" "L0032994" "PF" "S0410568" "Y" "A0467647" NA "" "" "ICD10" "PT" "O00.1" "Tubal pregnancy" 3 "N" NA NA
"418188" "C0033010" "ENG" "S" "L0550539" "PF" "S0717671" "Y" "A0776188" NA "" "" "ICD10" "PT" "Z32.1" "Pregnancy confirmed" 3 "N" NA NA
"418497" "C0033036" "ENG" "S" "L1349828" "PF" "S0593947" "Y" "A0649262" NA "" "" "ICD10" "PT" "I49.1" "Atrial premature depolarization" 3 "N" 256 NA
"418569" "C0033038" "ENG" "P" "L0033038" "PF" "S0000175" "Y" "A0000484" NA "" "" "ICD10" "PT" "F52.4" "Premature ejaculation" 3 "N" NA NA
"418929" "C0033074" "ENG" "P" "L0033074" "PF" "S0076169" "Y" "A0104709" NA "" "" "ICD10" "PT" "H91.1" "Presbycusis" 3 "N" 256 NA
"418966" "C0033075" "ENG" "P" "L0033075" "PF" "S0076170" "Y" "A0104719" NA "" "" "ICD10" "PT" "H52.4" "Presbyopia" 3 "N" 256 NA
"419457" "C0033117" "ENG" "P" "L0033117" "PF" "S0076301" "Y" "A0104866" NA "" "" "ICD10" "PT" "N48.3" "Priapism" 3 "N" 256 NA
"419532" "C0033129" "ENG" "P" "L0488087" "VO" "S0467868" "Y" "A0531278" NA "" "" "ICD10" "PT" "B60.1" "Acanthamoebiasis" 3 "N" 256 NA
"424567" "C0033575" "ENG" "S" "L0183174" "PF" "S0860879" "Y" "A0919446" NA "" "" "ICD10" "PT" "N42.9" "Disorder of prostate, unspecified" 3 "N" NA NA
"424654" "C0033581" "ENG" "S" "L0183165" "PF" "S0247755" "N" "A0277932" NA "" "" "ICD10" "HT" "N41" "Inflammatory diseases of prostate" 3 "N" 256 NA
"424662" "C0033581" "ENG" "S" "L0814691" "PF" "S0912552" "Y" "A0969187" NA "" "" "ICD10" "PT" "N41.9" "Inflammatory disease of prostate, unspecified" 3 "N" NA NA
"425860" "C0033677" "ENG" "S" "L0826665" "PF" "S1054950" "Y" "A1112836" NA "" "" "ICD10" "PT" "E46" "Unspecified protein-energy malnutrition" 3 "N" NA NA
"426692" "C0033740" "ENG" "P" "L0562234" "PF" "S0752864" "Y" "A0814308" NA "" "" "ICD10" "PT" "B64" "Unspecified protozoal disease" 3 "N" 256 NA
"426698" "C0033740" "ENG" "S" "L0562231" "PF" "S0719661" "Y" "A0778342" NA "" "" "ICD10" "HT" "B50-B64.9" "Protozoal diseases" 3 "N" NA NA
"426891" "C0033770" "ENG" "P" "L0033770" "VC" "S0397973" "Y" "A0449640" NA "" "" "ICD10" "PT" "Q79.4" "Prune belly syndrome" 3 "N" NA NA
"426969" "C0033774" "ENG" "P" "L0033774" "PF" "S0078081" "N" "A0107028" NA "" "" "ICD10" "HT" "L29" "Pruritus" 3 "N" 256 NA
"426985" "C0033774" "ENG" "S" "L0882385" "PF" "S1000512" "Y" "A1058882" NA "" "" "ICD10" "PT" "L29.9" "Pruritus, unspecified" 3 "N" 256 NA
"427025" "C0033775" "ENG" "P" "L0033775" "PF" "S0397974" "Y" "A0449647" NA "" "" "ICD10" "PT" "L29.0" "Pruritus ani" 3 "N" NA NA
"427058" "C0033778" "ENG" "P" "L0033778" "VC" "S0397975" "Y" "A0449655" NA "" "" "ICD10" "PT" "L29.2" "Pruritus vulvae" 3 "N" NA NA
"427408" "C0033804" "ENG" "S" "L0882401" "PF" "S1000715" "Y" "A1059087" NA "" "" "ICD10" "PT" "Q56.3" "Pseudohermaphroditism, unspecified" 3 "N" 256 NA
"427454" "C0033806" "ENG" "P" "L0033806" "PF" "S0078133" "N" "A0107124" NA "" "" "ICD10" "PT" "E20.1" "Pseudohypoparathyroidism" 3 "N" 256 NA
"428088" "C0033845" "ENG" "S" "L0004985" "PF" "S0358705" "Y" "A0394456" NA "" "" "ICD10" "PT" "G93.2" "Benign intracranial hypertension" 3 "N" NA NA
"428268" "C0033860" "ENG" "P" "L0882435" "PF" "S1000822" "Y" "A1059221" NA "" "" "ICD10" "PT" "L40.9" "Psoriasis, unspecified" 3 "N" 256 NA
"428269" "C0033860" "ENG" "S" "L0033860" "PF" "S0078226" "N" "A0107283" NA "" "" "ICD10" "HT" "L40" "Psoriasis" 3 "N" 256 NA
"428658" "C0033893" "ENG" "S" "L0306070" "PF" "S1044328" "Y" "A1101672" NA "" "" "ICD10" "PT" "G44.2" "Tension-type headache" 3 "N" NA NA
"429456" "C0033936" "ENG" "P" "L0498733" "VO" "S0944593" "Y" "A1000793" NA "" "" "ICD10" "PT" "F10.5" "Mental and behavioural disorders due to use of alcohol, psychotic disorder" 3 "N" NA NA
"430307" "C0033999" "ENG" "P" "L0033998" "PF" "S0001971" "N" "A0005095" NA "" "" "ICD10" "PT" "H11.0" "Pterygium" 3 "N" 256 NA
"430393" "C0034012" "ENG" "P" "L0034012" "VC" "S0480973" "Y" "A0547808" NA "" "" "ICD10" "PT" "E30.0" "Delayed puberty" 3 "N" NA NA
"430434" "C0034013" "ENG" "P" "L0034013" "VC" "S0001705" "Y" "A0004417" NA "" "" "ICD10" "PT" "E30.1" "Precocious puberty" 3 "N" NA NA
"431379" "C0034063" "ENG" "P" "L0034063" "VO" "S1001319" "Y" "A1059750" NA "" "" "ICD10" "PT" "J81" "Pulmonary oedema" 3 "N" 256 NA
"431432" "C0034065" "ENG" "P" "L0034065" "VC" "S0398228" "N" "A0450051" NA "" "" "ICD10" "HT" "I26" "Pulmonary embolism" 3 "N" NA NA
"431491" "C0034067" "ENG" "S" "L0013990" "PF" "S0037297" "N" "A0053799" NA "" "" "ICD10" "HT" "J43" "Emphysema" 3 "N" NA NA
"431498" "C0034067" "ENG" "S" "L0825502" "PF" "S0869197" "Y" "A0927503" NA "" "" "ICD10" "PT" "J43.9" "Emphysema, unspecified" 3 "N" 256 NA
"431673" "C0034072" "ENG" "S" "L0814590" "PF" "S1001308" "Y" "A1059731" NA "" "" "ICD10" "PT" "I27.9" "Pulmonary heart disease, unspecified" 3 "N" 256 NA
"431801" "C0034084" "ENG" "P" "L0034075" "PF" "S0720673" "Y" "A0779678" NA "" "" "ICD10" "PT" "Q24.3" "Pulmonary infundibular stenosis" 3 "N" NA NA
"431956" "C0034087" "ENG" "P" "L0816181" "PF" "S1001344" "Y" "A1059781" NA "" "" "ICD10" "PT" "I37.9" "Pulmonary valve disorder, unspecified" 3 "N" NA NA
"431957" "C0034087" "ENG" "S" "L0034087" "PF" "S0218223" "N" "A0241726" NA "" "" "ICD10" "HT" "I37" "Pulmonary valve disorders" 3 "N" 256 NA
"431973" "C0034088" "ENG" "P" "L0034088" "VC" "S1001347" "Y" "A1059785" NA "" "" "ICD10" "PT" "I37.1" "Pulmonary valve insufficiency" 3 "N" NA NA
"432046" "C0034089" "ENG" "P" "L0034089" "VC" "S0720728" "Y" "A0779749" NA "" "" "ICD10" "PT" "I37.0" "Pulmonary valve stenosis" 3 "N" NA NA
"432239" "C0034100" "ENG" "P" "L0034100" "PF" "S0218363" "Y" "A0242220" NA "" "" "ICD10" "PT" "K04.2" "Pulp degeneration" 3 "N" 256 NA
"432275" "C0034103" "ENG" "P" "L0034103" "PF" "S0078716" "Y" "A0107868" NA "" "" "ICD10" "PT" "K04.0" "Pulpitis" 3 "N" 256 NA
"432737" "C0034139" "ENG" "P" "L0815983" "PF" "S0860882" "Y" "A0919450" NA "" "" "ICD10" "PT" "E79.9" "Disorder of purine and pyrimidine metabolism, unspecified" 3 "N" NA NA
"432740" "C0034139" "ENG" "S" "L0215783" "PF" "S0861027" "N" "A0919649" NA "" "" "ICD10" "HT" "E79" "Disorders of purine and pyrimidine metabolism" 3 "N" NA NA
"433009" "C0034152" "ENG" "S" "L0002102" "PF" "S0355012" "Y" "A0389122" NA "" "" "ICD10" "PT" "D69.0" "Allergic purpura" 3 "N" NA NA
"433446" "C0034192" "ENG" "P" "L0403024" "PF" "S0504212" "N" "A0575737" NA "" "" "ICD10" "PT" "K75.1" "Phlebitis of portal vein" 3 "N" 256 NA
"433604" "C0034212" "ENG" "P" "L0034212" "PF" "S0078946" "Y" "A0108162" NA "" "" "ICD10" "PT" "L08.0" "Pyoderma" 3 "N" 256 NA
"433657" "C0034216" "ENG" "P" "L0034216" "PF" "S0078949" "Y" "A0108176" NA "" "" "ICD10" "PT" "N13.6" "Pyonephrosis" 3 "N" 256 NA
"435423" "C0034362" "ENG" "P" "L0034362" "VC" "S0398460" "Y" "A0450446" NA "" "" "ICD10" "PT" "A78" "Q fever" 3 "N" NA NA
"435549" "C0034372" "ENG" "S" "L0886588" "PF" "S1044688" "Y" "A1102041" NA "" "" "ICD10" "PT" "G82.5" "Tetraplegia, unspecified" 3 "N" NA NA
"436444" "C0034494" "ENG" "S" "L0034494" "PF" "S0079371" "N" "A0108767" NA "" "" "ICD10" "HT" "A82" "Rabies" 3 "N" 256 NA
"436455" "C0034494" "ENG" "S" "L0605116" "PF" "S0722629" "Y" "A0781411" NA "" "" "ICD10" "PT" "A82.9" "Rabies, unspecified" 3 "N" 256 NA
"436857" "C0034525" "ENG" "S" "L0567151" "PF" "S1054624" "Y" "A1112401" NA "" "" "ICD10" "PT" "T66" "Unspecified effects of radiation" 3 "N" NA NA
"437336" "C0034543" "ENG" "P" "L0034543" "PF" "S0399527" "Y" "A0451617" NA "" "" "ICD10" "PT" "K04.8" "Radicular cyst" 3 "N" NA NA
"437735" "C0034561" "ENG" "P" "L0882910" "PF" "S1005338" "Y" "A1063160" NA "" "" "ICD10" "PT" "L58.9" "Radiodermatitis, unspecified" 3 "N" 256 NA
"437736" "C0034561" "ENG" "S" "L0034561" "PF" "S0079559" "N" "A0108987" NA "" "" "ICD10" "HT" "L58" "Radiodermatitis" 3 "N" 256 NA
"439901" "C0034686" "ENG" "P" "L0041879" "PF" "S0723207" "Y" "A0782020" NA "" "" "ICD10" "PT" "A25.9" "Rat-bite fever, unspecified" 3 "N" 256 NA
"439903" "C0034686" "ENG" "S" "L0034686" "PF" "S1006165" "N" "A1063970" NA "" "" "ICD10" "HT" "A25" "Rat-bite fevers" 3 "N" NA NA
"440894" "C0034735" "ENG" "S" "L0034736" "PF" "S0218259" "Y" "A0241854" NA "" "" "ICD10" "PT" "I73.0" "Raynaud's syndrome" 3 "N" 256 NA
